video_id,parent_video_id,title,channel,topic,published_date,ingested_date,word_count,chunk,total_chunks,file_path
pPk9zHhP0ug,,Trump's 15% Tariffs Will Make Millionaires in 2026 (Here's How),Ticker Symbol: YOU,finance-investing,2026-02-22,2026-03-02,2577,,,topics/finance-investing/Ticker Symbol: YOU/2026-02-22_trumps-15-tariffs-will-make-millionaires-in-2026-heres-how.md
te3W5UHierw,,A One In A Lifetime Crash Is Coming (3 Warning Signs),Ticker Symbol: YOU,finance-investing,2026-01-31,2026-03-02,3267,,,topics/finance-investing/Ticker Symbol: YOU/2026-01-31_a-one-in-a-lifetime-crash-is-coming-3-warning-signs.md
z6mgrQCg1NM,,Why Context Beats Every Prompt You'll Ever Write,AI Native Dev,software-engineering,2026-02-17,2026-03-02,6388,,,topics/software-engineering/AI Native Dev/2026-02-17_why-context-beats-every-prompt-youll-ever-write.md
3NzCBIcIqD0,,10 CLI Tools I'm using alongside Claude Code | Starmorph AI,StarMorph AI,software-engineering,2026-02-22,2026-03-02,1793,,,topics/software-engineering/StarMorph AI/2026-02-22_10-cli-tools-im-using-alongside-claude-code-starmorph-ai.md
HqlJjX9uIuk,HqlJjX9uIuk,Build a Complete Next.js 14 App (Auth + Prisma + Realtime + Image Upload) — Full Course,Eric Tech,software-engineering,2026-01-31,2026-01-31,3990,5,24,topics/software-engineering/Eric Tech/2026-01-31_build-a-complete-nextjs-14-app-auth-prisma-realtime-image-upload-full-course_part-05.md
HqlJjX9uIuk,HqlJjX9uIuk,Build a Complete Next.js 14 App (Auth + Prisma + Realtime + Image Upload) — Full Course,Eric Tech,software-engineering,2026-01-31,2026-01-31,3996,15,24,topics/software-engineering/Eric Tech/2026-01-31_build-a-complete-nextjs-14-app-auth-prisma-realtime-image-upload-full-course_part-15.md
HqlJjX9uIuk,HqlJjX9uIuk,Build a Complete Next.js 14 App (Auth + Prisma + Realtime + Image Upload) — Full Course,Eric Tech,software-engineering,2026-01-31,2026-01-31,3997,8,24,topics/software-engineering/Eric Tech/2026-01-31_build-a-complete-nextjs-14-app-auth-prisma-realtime-image-upload-full-course_part-08.md
HqlJjX9uIuk,HqlJjX9uIuk,Build a Complete Next.js 14 App (Auth + Prisma + Realtime + Image Upload) — Full Course,Eric Tech,software-engineering,2026-01-31,2026-01-31,3994,3,24,topics/software-engineering/Eric Tech/2026-01-31_build-a-complete-nextjs-14-app-auth-prisma-realtime-image-upload-full-course_part-03.md
HqlJjX9uIuk,HqlJjX9uIuk,Build a Complete Next.js 14 App (Auth + Prisma + Realtime + Image Upload) — Full Course,Eric Tech,software-engineering,2026-01-31,2026-01-31,4000,13,24,topics/software-engineering/Eric Tech/2026-01-31_build-a-complete-nextjs-14-app-auth-prisma-realtime-image-upload-full-course_part-13.md
HqlJjX9uIuk,HqlJjX9uIuk,Build a Complete Next.js 14 App (Auth + Prisma + Realtime + Image Upload) — Full Course,Eric Tech,software-engineering,2026-01-31,2026-01-31,4000,21,24,topics/software-engineering/Eric Tech/2026-01-31_build-a-complete-nextjs-14-app-auth-prisma-realtime-image-upload-full-course_part-21.md
HqlJjX9uIuk,HqlJjX9uIuk,Build a Complete Next.js 14 App (Auth + Prisma + Realtime + Image Upload) — Full Course,Eric Tech,software-engineering,2026-01-31,2026-01-31,3998,1,24,topics/software-engineering/Eric Tech/2026-01-31_build-a-complete-nextjs-14-app-auth-prisma-realtime-image-upload-full-course_part-01.md
HqlJjX9uIuk,HqlJjX9uIuk,Build a Complete Next.js 14 App (Auth + Prisma + Realtime + Image Upload) — Full Course,Eric Tech,software-engineering,2026-01-31,2026-01-31,806,24,24,topics/software-engineering/Eric Tech/2026-01-31_build-a-complete-nextjs-14-app-auth-prisma-realtime-image-upload-full-course_part-24.md
l94A53kIUB0,,Forget Ralph Loops: The New GSD Framework for Claude Code,Eric Tech,software-engineering,2026-01-31,2026-01-31,4950,,,topics/software-engineering/Eric Tech/2026-01-31_forget-ralph-loops-the-new-gsd-framework-for-claude-code.md
HqlJjX9uIuk,HqlJjX9uIuk,Build a Complete Next.js 14 App (Auth + Prisma + Realtime + Image Upload) — Full Course,Eric Tech,software-engineering,2026-01-31,2026-01-31,4000,4,24,topics/software-engineering/Eric Tech/2026-01-31_build-a-complete-nextjs-14-app-auth-prisma-realtime-image-upload-full-course_part-04.md
HqlJjX9uIuk,HqlJjX9uIuk,Build a Complete Next.js 14 App (Auth + Prisma + Realtime + Image Upload) — Full Course,Eric Tech,software-engineering,2026-01-31,2026-01-31,4000,22,24,topics/software-engineering/Eric Tech/2026-01-31_build-a-complete-nextjs-14-app-auth-prisma-realtime-image-upload-full-course_part-22.md
HqlJjX9uIuk,HqlJjX9uIuk,Build a Complete Next.js 14 App (Auth + Prisma + Realtime + Image Upload) — Full Course,Eric Tech,software-engineering,2026-01-31,2026-01-31,4000,9,24,topics/software-engineering/Eric Tech/2026-01-31_build-a-complete-nextjs-14-app-auth-prisma-realtime-image-upload-full-course_part-09.md
HqlJjX9uIuk,HqlJjX9uIuk,Build a Complete Next.js 14 App (Auth + Prisma + Realtime + Image Upload) — Full Course,Eric Tech,software-engineering,2026-01-31,2026-01-31,3997,2,24,topics/software-engineering/Eric Tech/2026-01-31_build-a-complete-nextjs-14-app-auth-prisma-realtime-image-upload-full-course_part-02.md
HqlJjX9uIuk,HqlJjX9uIuk,Build a Complete Next.js 14 App (Auth + Prisma + Realtime + Image Upload) — Full Course,Eric Tech,software-engineering,2026-01-31,2026-01-31,3996,20,24,topics/software-engineering/Eric Tech/2026-01-31_build-a-complete-nextjs-14-app-auth-prisma-realtime-image-upload-full-course_part-20.md
HqlJjX9uIuk,HqlJjX9uIuk,Build a Complete Next.js 14 App (Auth + Prisma + Realtime + Image Upload) — Full Course,Eric Tech,software-engineering,2026-01-31,2026-01-31,3998,16,24,topics/software-engineering/Eric Tech/2026-01-31_build-a-complete-nextjs-14-app-auth-prisma-realtime-image-upload-full-course_part-16.md
HqlJjX9uIuk,HqlJjX9uIuk,Build a Complete Next.js 14 App (Auth + Prisma + Realtime + Image Upload) — Full Course,Eric Tech,software-engineering,2026-01-31,2026-01-31,3998,6,24,topics/software-engineering/Eric Tech/2026-01-31_build-a-complete-nextjs-14-app-auth-prisma-realtime-image-upload-full-course_part-06.md
HqlJjX9uIuk,HqlJjX9uIuk,Build a Complete Next.js 14 App (Auth + Prisma + Realtime + Image Upload) — Full Course,Eric Tech,software-engineering,2026-01-31,2026-01-31,3999,23,24,topics/software-engineering/Eric Tech/2026-01-31_build-a-complete-nextjs-14-app-auth-prisma-realtime-image-upload-full-course_part-23.md
HqlJjX9uIuk,HqlJjX9uIuk,Build a Complete Next.js 14 App (Auth + Prisma + Realtime + Image Upload) — Full Course,Eric Tech,software-engineering,2026-01-31,2026-01-31,3996,14,24,topics/software-engineering/Eric Tech/2026-01-31_build-a-complete-nextjs-14-app-auth-prisma-realtime-image-upload-full-course_part-14.md
HqlJjX9uIuk,HqlJjX9uIuk,Build a Complete Next.js 14 App (Auth + Prisma + Realtime + Image Upload) — Full Course,Eric Tech,software-engineering,2026-01-31,2026-01-31,4000,7,24,topics/software-engineering/Eric Tech/2026-01-31_build-a-complete-nextjs-14-app-auth-prisma-realtime-image-upload-full-course_part-07.md
HqlJjX9uIuk,HqlJjX9uIuk,Build a Complete Next.js 14 App (Auth + Prisma + Realtime + Image Upload) — Full Course,Eric Tech,software-engineering,2026-01-31,2026-01-31,3995,11,24,topics/software-engineering/Eric Tech/2026-01-31_build-a-complete-nextjs-14-app-auth-prisma-realtime-image-upload-full-course_part-11.md
HqlJjX9uIuk,HqlJjX9uIuk,Build a Complete Next.js 14 App (Auth + Prisma + Realtime + Image Upload) — Full Course,Eric Tech,software-engineering,2026-01-31,2026-01-31,3999,19,24,topics/software-engineering/Eric Tech/2026-01-31_build-a-complete-nextjs-14-app-auth-prisma-realtime-image-upload-full-course_part-19.md
HqlJjX9uIuk,HqlJjX9uIuk,Build a Complete Next.js 14 App (Auth + Prisma + Realtime + Image Upload) — Full Course,Eric Tech,software-engineering,2026-01-31,2026-01-31,3997,18,24,topics/software-engineering/Eric Tech/2026-01-31_build-a-complete-nextjs-14-app-auth-prisma-realtime-image-upload-full-course_part-18.md
HqlJjX9uIuk,HqlJjX9uIuk,Build a Complete Next.js 14 App (Auth + Prisma + Realtime + Image Upload) — Full Course,Eric Tech,software-engineering,2026-01-31,2026-01-31,3998,12,24,topics/software-engineering/Eric Tech/2026-01-31_build-a-complete-nextjs-14-app-auth-prisma-realtime-image-upload-full-course_part-12.md
HqlJjX9uIuk,HqlJjX9uIuk,Build a Complete Next.js 14 App (Auth + Prisma + Realtime + Image Upload) — Full Course,Eric Tech,software-engineering,2026-01-31,2026-01-31,3999,10,24,topics/software-engineering/Eric Tech/2026-01-31_build-a-complete-nextjs-14-app-auth-prisma-realtime-image-upload-full-course_part-10.md
HqlJjX9uIuk,HqlJjX9uIuk,Build a Complete Next.js 14 App (Auth + Prisma + Realtime + Image Upload) — Full Course,Eric Tech,software-engineering,2026-01-31,2026-01-31,3993,17,24,topics/software-engineering/Eric Tech/2026-01-31_build-a-complete-nextjs-14-app-auth-prisma-realtime-image-upload-full-course_part-17.md
mZzhfPle9QU,mZzhfPle9QU,How I use Claude Code (Meta Staff Engineer Tips),John Kim,software-engineering,2026-02-07,2026-03-02,4000,1,3,topics/software-engineering/John Kim/2026-02-07_how-i-use-claude-code-meta-staff-engineer-tips_part-01.md
mZzhfPle9QU,mZzhfPle9QU,How I use Claude Code (Meta Staff Engineer Tips),John Kim,software-engineering,2026-02-07,2026-03-02,3995,2,3,topics/software-engineering/John Kim/2026-02-07_how-i-use-claude-code-meta-staff-engineer-tips_part-02.md
mZzhfPle9QU,mZzhfPle9QU,How I use Claude Code (Meta Staff Engineer Tips),John Kim,software-engineering,2026-02-07,2026-03-02,793,3,3,topics/software-engineering/John Kim/2026-02-07_how-i-use-claude-code-meta-staff-engineer-tips_part-03.md
IHDJkJpYC90,,My Beginner's Guide to YouTube Analytics (everything you need in 12 minutes),Nate Black,software-engineering,2026-01-31,2026-01-31,2559,,,topics/software-engineering/Nate Black/2026-01-31_my-beginners-guide-to-youtube-analytics-everything-you-need-in-12-minutes.md
ueTe-VQaD7c,,My Production Dockerfile Rules: How I Build Docker Images,DevOps & AI Toolkit,software-engineering,2026-01-22,2026-03-02,2590,,,topics/software-engineering/DevOps & AI Toolkit/2026-01-22_my-production-dockerfile-rules-how-i-build-docker-images.md
ts0nH_pSAdM,,How Replacing Developers With AI is Going Horribly Wrong,Economy Media,software-engineering,2026-01-29,2026-02-02,1581,,,topics/software-engineering/Economy Media/2026-01-29_how-replacing-developers-with-ai-is-going-horribly-wrong.md
uC44zFz7JSM,,Your codebase is NOT ready for AI (here's how to fix it),Matt Pocock,software-engineering,2026-02-26,2026-03-02,2013,,,topics/software-engineering/Matt Pocock/2026-02-26_your-codebase-is-not-ready-for-ai-heres-how-to-fix-it.md
t78-JUnTK5Q,,This Sandbox Tool Makes Claude Code Unstoppable (Code On Incus),Better Stack,software-engineering,2026-02-08,2026-03-02,1808,,,topics/software-engineering/Better Stack/2026-02-08_this-sandbox-tool-makes-claude-code-unstoppable-code-on-incus.md
B1CQfL8d_lY,,How Claude Code Changed My Life Path,TÂCHES TEACHES,software-engineering,2026-01-31,2026-01-31,3523,,,topics/software-engineering/TÂCHES TEACHES/2026-01-31_how-claude-code-changed-my-life-path.md
VPeTgU7la34,,7 Modern UI Layouts from 50 Top Software Companies (+ Free Figma File),Kole Jain,software-engineering,2025-02-11,2026-03-02,1468,,,topics/software-engineering/Kole Jain/2025-02-11_7-modern-ui-layouts-from-50-top-software-companies-free-figma-file.md
PDcQJOPby1k,,5 SaaS UI/UX mistakes that SCREAM you Vibe Code,Kole Jain,software-engineering,2026-02-12,2026-03-02,1409,,,topics/software-engineering/Kole Jain/2026-02-12_5-saas-uiux-mistakes-that-scream-you-vibe-code.md
PJnCPqPheX0,,Watch Before Your Church Buys a Camera in 2026 [Video + Live Stream],Brady Shearer,software-engineering,2026-02-17,2026-03-02,2109,,,topics/software-engineering/Brady Shearer/2026-02-17_watch-before-your-church-buys-a-camera-in-2026-video-live-stream.md
2g6hbhclpKo,,YouTube Analytics Explained — 2026 Beginner’s Guide (What Really Matters),Rob the Maritimer,software-engineering,2026-01-31,2026-01-31,5426,,,topics/software-engineering/Rob the Maritimer/2026-01-31_youtube-analytics-explained-2026-beginners-guide-what-really-matters.md
e3EhJJlWwws,,This FREE AI Tool Auto-Generates Gridfinity Bins!,CNC Kitchen,software-engineering,2025-08-30,2026-03-02,2570,,,topics/software-engineering/CNC Kitchen/2025-08-30_this-free-ai-tool-auto-generates-gridfinity-bins.md
3_mwKbYvbUg,,One Prompt Every AGENTIC Codebase Should Have (For Engineering Teams),IndyDevDan,software-engineering,2026-01-31,2026-01-31,4599,,,topics/software-engineering/IndyDevDan/2026-01-31_one-prompt-every-agentic-codebase-should-have-for-engineering-teams.md
f2mGqlLLqok,,The Psychology of Premium Websites,Sam Crawford | Squarespace Expert,software-engineering,2026-02-15,2026-03-02,1333,,,topics/software-engineering/Sam Crawford | Squarespace Expert/2026-02-15_the-psychology-of-premium-websites.md
pAIF7vZm5k0,,Agent memory resolved?,AI Jason,business,2026-02-18,2026-03-02,3089,,,topics/business/AI Jason/2026-02-18_agent-memory-resolved.md
hSpem_oGAf0,,How McKinsey Plans to Survive AI (and Reinvent Consulting),Harvard Business Review,business,2026-02-09,2026-03-02,5782,,,topics/business/Harvard Business Review/2026-02-09_how-mckinsey-plans-to-survive-ai-and-reinvent-consulting.md
67zh8_yiPh4,,I Built 3 SaaS Apps to $200K MRR: Here's My Exact Playbook,Starter Story,business,2025-11-02,2026-03-02,2894,,,topics/business/Starter Story/2025-11-02_i-built-3-saas-apps-to-200k-mrr-heres-my-exact-playbook.md
UBsV1vHu7rY,,The 3 Mistakes People Make in Hard Conversations (and How to Avoid Them),EntreLeadership,business,2026-02-02,2026-03-02,3080,,,topics/business/EntreLeadership/2026-02-02_the-3-mistakes-people-make-in-hard-conversations-and-how-to-avoid-them.md
5x1t9JkCNOM,,The Simple Strategy Dave Uses to Motivate His Team,EntreLeadership,business,2026-01-31,2026-01-31,6355,,,topics/business/EntreLeadership/2026-01-31_the-simple-strategy-dave-uses-to-motivate-his-team.md
6pP8x8sXoaM,6pP8x8sXoaM,The Great Transition,Unsupervised Learning,business,2026-02-28,2026-03-02,3994,2,4,topics/business/Unsupervised Learning/2026-02-28_the-great-transition_part-02.md
6pP8x8sXoaM,6pP8x8sXoaM,The Great Transition,Unsupervised Learning,business,2026-02-28,2026-03-02,3996,1,4,topics/business/Unsupervised Learning/2026-02-28_the-great-transition_part-01.md
6pP8x8sXoaM,6pP8x8sXoaM,The Great Transition,Unsupervised Learning,business,2026-02-28,2026-03-02,1931,4,4,topics/business/Unsupervised Learning/2026-02-28_the-great-transition_part-04.md
6pP8x8sXoaM,6pP8x8sXoaM,The Great Transition,Unsupervised Learning,business,2026-02-28,2026-03-02,3998,3,4,topics/business/Unsupervised Learning/2026-02-28_the-great-transition_part-03.md
9BwpcO-0LuI,,Understand Business Metrics for Data Analysts (Most Get This Wrong),Christine Jiang,business,2026-01-29,2026-03-02,2582,,,topics/business/Christine Jiang/2026-01-29_understand-business-metrics-for-data-analysts-most-get-this-wrong.md
kTMQJDHpV_k,,The Startup Finance Stack I Use as a Founder (2026),Efficient App (Alex & Andra),business,2026-01-31,2026-01-31,2205,,,topics/business/Efficient App (Alex & Andra)/2026-01-31_the-startup-finance-stack-i-use-as-a-founder-2026.md
3j85WQbvz0A,,How Does Private Equity Actually Work,Alux.com,business,2025-03-28,2026-03-02,2530,,,topics/business/Alux.com/2025-03-28_how-does-private-equity-actually-work.md
DcUyzZ25-Hc,,6 Tiny Habits That Save Me 15 Hours A Week In My Business,Layla at ProcessDriven,business,2026-02-24,2026-03-02,2403,,,topics/business/Layla at ProcessDriven/2026-02-24_6-tiny-habits-that-save-me-15-hours-a-week-in-my-business.md
uUN1oy2PRHo,,How to create JOBS for OpenClaw agents,Brian Casel,business,2026-02-25,2026-03-10,4349,,,topics/business/Brian Casel/2026-02-25_how-to-create-jobs-for-openclaw-agents.md
cX7ttppv7Ec,cX7ttppv7Ec,Building Hobby Lobby's Legacy—One Leader at a Time | Mart Green,Craig Groeschel,business,2026-01-31,2026-01-31,3995,2,4,topics/business/Craig Groeschel/2026-01-31_building-hobby-lobbys-legacyone-leader-at-a-time-mart-green_part-02.md
cX7ttppv7Ec,cX7ttppv7Ec,Building Hobby Lobby's Legacy—One Leader at a Time | Mart Green,Craig Groeschel,business,2026-01-31,2026-01-31,3995,1,4,topics/business/Craig Groeschel/2026-01-31_building-hobby-lobbys-legacyone-leader-at-a-time-mart-green_part-01.md
cX7ttppv7Ec,cX7ttppv7Ec,Building Hobby Lobby's Legacy—One Leader at a Time | Mart Green,Craig Groeschel,business,2026-01-31,2026-01-31,3997,3,4,topics/business/Craig Groeschel/2026-01-31_building-hobby-lobbys-legacyone-leader-at-a-time-mart-green_part-03.md
cX7ttppv7Ec,cX7ttppv7Ec,Building Hobby Lobby's Legacy—One Leader at a Time | Mart Green,Craig Groeschel,business,2026-01-31,2026-01-31,1189,4,4,topics/business/Craig Groeschel/2026-01-31_building-hobby-lobbys-legacyone-leader-at-a-time-mart-green_part-04.md
LpNODHhn-60,,How To Make Time For Everything (Seriously),Leila Hormozi,business,2026-02-06,2026-02-23,6210,,,topics/business/Leila Hormozi/2026-02-06_how-to-make-time-for-everything-seriously.md
LpNODHhn-60,,You're Procrastinating 80% of Your Time (Here's How I Fixed It),Leila Hormozi,business,2026-02-06,2026-03-02,6210,,,topics/business/Leila Hormozi/2026-02-06_youre-procrastinating-80-of-your-time-heres-how-i-fixed-it.md
27j9at9briI,,How to Discern God Opportunities vs Business Traps,GOSHEN,business,2026-02-07,2026-03-02,3087,,,topics/business/GOSHEN/2026-02-07_how-to-discern-god-opportunities-vs-business-traps.md
WVCIrJ0p6bs,,"184. SMART Goals, Real Accountability - Millennial Dentist Podcast",3D Dentists,business,2026-02-10,2026-03-02,3495,,,topics/business/3D Dentists/2026-02-10_184-smart-goals-real-accountability---millennial-dentist-podcast.md
2bQqW7PMYXM,,"182. Managing Demand, Staffing Shortages & Holding the Line",3D Dentists,business,2026-01-31,2026-01-31,5525,,,topics/business/3D Dentists/2026-01-31_182-managing-demand-staffing-shortages-holding-the-line.md
ZV_e6BwvHeI,,WHY MANY FAILED IN BUSINESS || DR. MYLES MUNROE,Munroe Recaps ,business,2025-11-10,2026-03-02,1677,,,topics/business/Munroe Recaps /2025-11-10_why-many-failed-in-business-dr-myles-munroe.md
B_CCzQAixxg,,Turn Your Old Mac Mini Into a Home Media & File Server!,GigabyteLabs,hardware-homelab,2026-01-31,2026-01-31,2737,,,topics/hardware-homelab/GigabyteLabs/2026-01-31_turn-your-old-mac-mini-into-a-home-media-file-server.md
fooZAZsBmpg,,How to Set Up OpenClaw (Clawdbot) Without Getting Hacked: Isolation + Least Privilege + Firewall,ZioSec,hardware-homelab,2026-01-30,2026-03-02,1003,,,topics/hardware-homelab/ZioSec/2026-01-30_how-to-set-up-openclaw-clawdbot-without-getting-hacked-isolation-least-privilege.md
uGyY2PFN8o0,,M4 Mac mini - The Perfect Home Server!,Stephen Robles,hardware-homelab,2026-01-31,2026-01-31,3001,,,topics/hardware-homelab/Stephen Robles/2026-01-31_m4-mac-mini---the-perfect-home-server.md
w59QWE1CzMg,,My Mac Is A Home Server Now And Yours Can Be One Too,Jimmy Tries World,hardware-homelab,2026-01-24,2026-02-27,6035,,,topics/hardware-homelab/Jimmy Tries World/2026-01-24_my-mac-is-a-home-server-now-and-yours-can-be-one-too.md
FEDiAHzS0zw,,Claude Code on your phone in 10 minutes,NetworkChuck,hardware-homelab,2026-01-31,2026-01-31,2093,,,topics/hardware-homelab/NetworkChuck/2026-01-31_claude-code-on-your-phone-in-10-minutes.md
cT22fTzotYc,,FREE Phone Calls with Claude Code,NetworkChuck,hardware-homelab,2026-01-23,2026-03-02,4601,,,topics/hardware-homelab/NetworkChuck/2026-01-23_free-phone-calls-with-claude-code.md
8AKn-zJMIwY,,Why Owning Nothing Is So Expensive,Business Insider,hardware-homelab,2026-01-24,2026-03-02,3705,,,topics/hardware-homelab/Business Insider/2026-01-24_why-owning-nothing-is-so-expensive.md
